point_id,point_name,f1_O3,f2_C2,f3_O3-C2,f4_H4,f5_H4,f6_H4,f7_H5,f8_H5,f9_H5,f10_H6,f11_H6,f12_H6,f13_H7,f14_H7,f15_H7,f16_H8,f17_H8,f18_H8,f19_H9,f20_H9,f21_H9,wfn_energy,iqa,integration_error,q00,q10,q11c,q11s,q20,q21c,q21s,q22c,q22s,q30,q31c,q31s,q32c,q32s,q33c,q33s,q40,q41c,q41s,q42c,q42s,q43c,q43s,q44c,q44s
386,ETL-SAMPLE-50000385,2.7341665744385595,2.952030031283723,1.8524515884994885,2.1147354107285112,2.447765720932724,-2.1916543929087164,2.1695533802345937,0.7078874784197661,-2.197445344970453,4.083148235671373,1.670490564966158,2.3556069310230976,4.116168366035582,1.9334475428133195,1.477431278456551,3.9317930145107995,1.0624498281443717,1.6828438083979165,3.5930151699304136,1.1410748484803248,-0.3010141012257837,-155.045528809994,-38.042295007,-0.00048336257863,0.47846715158,-0.017527275124939456,0.555618303938493,-0.02711545333646785,-0.38939666048395066,-0.0037474205888362185,0.009556865360990261,0.422339010565482,0.1117963029278057,-0.04829941134197007,-1.0107841141408573,-1.7945111033117653,-0.028036833538919437,-0.027355074545090053,1.2557560660029807,-0.603666431932247,-1.871558141844236,-0.16059563433511506,0.16872593517154116,-0.6699604981187868,2.605713629028955,0.14862825808758037,-0.128054504436203,-0.928509138865887,-0.11928190942257583
387,ETL-SAMPLE-50000386,2.5864577859722626,3.0027580690849978,2.0162665016573214,2.122901452379783,0.596959374706917,-2.0388362646971196,2.0900142419340555,2.4618313152093236,-2.0581661084340572,4.4211478360182666,1.6474155723632136,1.5764437470215231,4.121094350124891,1.8661009039823147,2.3754007225469165,4.006685379065973,1.0417289599629276,2.1364415568081006,3.8766690507066386,1.1797272451459868,0.13591050815395445,-155.036448143144,-38.035408371,0.00024635635471,0.63765345371,0.009051484012170988,0.6664868044769626,-0.0021204604581435207,-0.30353460516878195,0.013725779656488116,0.020084083292276466,0.4508121308469266,-0.07004441839755877,0.18313992581698602,-0.8979676979750203,-1.9326565087610628,0.008276337351619428,-0.15047173127088032,1.1137136216625871,-0.015290976393659037,-1.5247871721330246,-0.3832164303914243,-0.02454770822378943,-0.4789454479633583,2.1730647190657892,0.01434421662643289,0.014993536183006077,-1.0157905201267101,-0.1408950323490211
388,ETL-SAMPLE-50000387,2.631855237255123,2.901645018650911,1.8625120666688193,2.1282738177984246,2.3828572473973697,-2.1066493170318323,2.1112728095313376,0.41471103628886874,-2.3458565395818574,4.237711782665594,1.696863037440773,2.2912052137817716,4.255245700696008,1.856556894551761,1.499638451158632,3.874185880118942,1.0537939891115495,1.7568079123312028,3.509150480668412,1.3638327013922975,-0.49742104441461654,-155.043623864741,-38.041629977,-0.00045402035357,0.57753634841,0.04481692294218942,0.6418166175176319,0.04964219129252592,-0.16122909007757896,-0.041742360977248635,0.2175993368360097,0.46351507562370226,-0.03154061411905058,0.7644063475954088,-1.0145111238548672,-1.691942498229361,0.3196043088474767,-0.36878764942065756,1.077266387134219,-0.5364775518928359,-1.165904536333849,-1.015930024588473,-0.5573606227650155,-0.35029242435416624,2.4629141615723156,-0.8533760090183449,-0.24446532546050503,-1.1365562563187674,0.04773692010873357
389,ETL-SAMPLE-50000388,2.5990394715679828,2.9146692470532574,1.8346305946818415,1.9747303337593751,0.6240050591214689,-2.1437354328830067,2.1613409391262257,2.48948921401819,-2.0462436556196963,4.060106889236793,2.117891171751375,1.7527090518999238,4.082564967802914,1.4434818249234012,2.312173121443788,3.9479660787815,1.305128698522556,1.420311025962994,3.48286404145126,1.8960532258807956,0.4220105725273878,-155.035138859882,-38.038919685,-0.0002439120588,0.62859740644,0.08768389743121996,0.6524017906808164,-0.02931875594160402,-0.2701046220374845,-0.08932908709839055,-0.021124211488733273,0.32897214143137626,0.04720282996567958,0.06841126379218404,-0.9169302001857019,-1.8526790819856436,0.1592527985722167,0.05726191427517471,1.084283134542583,-0.3745994335774916,-1.4412351632689187,0.1945664432871779,-0.08963629400300595,-0.5541571713848031,2.5357262010223125,-0.392116974754088,0.025559340604413307,-0.8992320577110856,0.0003998756870463497
390,ETL-SAMPLE-50000389,2.6364664936455813,2.8787942999085776,1.9713771895565517,2.0822326005567073,2.395111278526583,-2.2007438011392955,2.101574852396833,0.6204498152650831,-2.210497048964747,4.242186410843505,1.995842768863669,1.820333253343859,3.9554716214965073,1.1767176339618426,1.5753123050364632,4.036255198396264,1.4825471665418248,2.500481023102013,3.5987128964164103,1.5016223346639963,0.52350205735581,-155.045926596268,-38.035725705,2.4224147682e-05,0.60501185247,0.008761019857529334,0.5846913621986662,0.0016405046063658613,-0.39311989223735927,-0.003252293235728714,0.044886876648148236,0.47600812327272096,0.006910502452966788,0.20837900773090653,-0.879116263746078,-1.7809456918396498,0.04619876493425215,-0.11058721849661783,1.1471783225606549,-0.346396047902093,-1.6242146445389554,-0.3119259036760898,-0.35417342929652096,-0.5207565554758146,2.4176110597565574,-0.42497035464977956,0.04927068780335459,-0.8878373468694977,-0.09120377986005218
391,ETL-SAMPLE-50000390,2.6805241765842647,2.815151794186053,1.9368169745530839,2.1643196010226857,2.666084915128855,-2.21245344630712,2.009677066207715,0.7276064455472205,-1.9807540242834345,4.098820110437953,1.1728866012198682,1.6572168314174507,4.17112300033017,1.6149408646510666,2.3701121926234787,4.048392813926658,2.0223557176588756,1.6118298104486148,3.546678929590848,1.6743892189380374,0.49598240894872553,-155.043528548964,-38.042268624,-0.0003822236999,0.56830145815,0.023357907267140432,0.5809290405017071,0.04546727237792211,-0.2522025782354732,0.024830193373013648,-0.18739473430707834,0.34101324112051556,-0.08976903661637795,-0.5134424074751229,-0.8737321064469995,-1.8481047777698778,-0.378650041267956,0.1706258176989257,1.1458620513205278,-0.20553902507889427,-1.15772744881698,0.7095566637230434,0.6842052007326642,-0.8566021636767621,2.360971089480064,0.530268840415901,0.39632482867391333,-0.7282006594302224,-0.2243757322155392
392,ETL-SAMPLE-50000391,2.6927630716924273,2.723613227647347,2.114901676554187,2.0013087880994207,0.6359845514887805,-1.8064373758553938,2.1212721723754178,2.5173558024639737,-2.268887902247582,4.051409277103846,1.171776703446723,1.8164184100770377,3.8113231678734327,2.0563682053954775,1.8586970661103839,3.64872403783614,1.4936773769502958,2.6812241985346095,3.7547844095288383,1.7997949878503121,0.43630473096826944,-155.037562251664,-38.035986839,-0.00027611518464,0.56349513643,0.00848056615193915,0.5119442754415872,0.025230955885780865,-0.27616418208279486,0.10885342904144733,-0.13699437835748823,0.5142561478187212,-0.17896954528610212,-0.012619213263502571,-0.722976083025247,-1.8974309183821558,-0.35938699623594506,-0.244981754166874,1.019909121914225,0.07475331901480115,-1.3713029685975002,0.42410614201506985,-0.14621833413456098,-1.3069306278029176,2.0021445067279475,-0.13852670798756792,0.8951528576728487,-0.3085553074481256,-0.11722230542150218
393,ETL-SAMPLE-50000392,2.642931547628858,2.8965786926610306,1.837965942464769,2.1530308264797258,2.4991225288955428,-2.270040802799792,2.031959685893348,0.6906437461170665,-2.318988568150808,4.170502139756818,1.4429391111441043,2.3001267291391594,4.1415828859516495,2.0549029495862876,1.7614815874775474,3.8765185916388334,1.1464844956752618,1.4592313214577612,3.962510506572454,1.4959240638205282,-0.38479856078907093,-155.042251845189,-38.035266946,7.5720022206e-05,0.59639526444,0.046390175020145766,0.6048311108418433,-0.011518258202415976,-0.2788859209661819,-0.05075695466314135,-0.014185187848057655,0.5209717066392492,0.09296166490638673,-0.14984614279566738,-1.084959184777495,-1.6934931711905419,0.036405401705001825,0.10550011423557945,1.0701923687606183,-0.7510898155194744,-1.591539785001968,0.19543204703513653,0.17522875954749878,-0.20755873300671482,2.7021729574393616,-0.2340423073662296,0.027384926494828054,-1.1245457196633588,0.05098957982181626
394,ETL-SAMPLE-50000393,2.764943860719252,2.9769425160473384,1.8380792134084747,2.018905511372566,0.5608463305562678,-2.0702895241481474,2.0080033556283006,2.503032059928638,-2.274271451262579,4.405667445700995,1.2807896459144446,1.4313429273321774,4.288949263068257,2.0024837408450145,1.6908173288834145,4.184251253781419,1.382515215858061,2.2738218560915575,3.6129076431973113,1.7162082533130325,0.49155932017795745,-155.037618835316,-38.040783495,-0.00011356523811,0.5338258191,-0.005578715357570194,0.49237399378292396,-0.01833642323551657,-0.1702854978521578,0.07456060612117059,-0.008101803553533297,0.3665844101332896,0.01983881629042077,0.16324171743408722,-1.154300503391468,-1.9451151649832537,-0.15510652103596817,-0.16566863353108857,1.0856617161781994,-0.4775576989295646,-1.1344624566744501,0.02780187444493726,-0.35384980830848456,-0.4149671017220657,2.3526173977250537,-0.08544087523974257,0.4519927080069864,-0.6387664942481822,0.11502515702560225
395,ETL-SAMPLE-50000394,2.690386434820169,2.8604774936460835,1.901932820304188,2.020942231849909,0.8124237697799244,-1.9391758978216773,2.100330528171126,2.492680542538952,-2.3391152737728147,4.107046883640169,1.9667314871240897,1.5104972185196295,4.127140659445254,1.6797207097256954,2.383057312444937,3.8242321721896797,1.1131208956982652,1.610162675472484,3.980085034309,1.7865931967771422,0.3770236249987407,-155.032586961071,-38.036187779,-0.00019134822438,0.56722886108,-0.032460458986221366,0.5664172126326865,-0.02890425238796271,-0.4755295856767419,0.14400363744200656,-0.11929642388490004,0.3162587578078347,0.08059705605355444,-0.2899651002264799,-0.7845539065317048,-1.6189093702636042,-0.6184059357669999,-0.0037712348608829206,1.2146441046236782,-0.32511855498549574,-1.7025212454384175,0.5610199597779791,0.42681847846798765,-0.8091709450944339,2.4006334090468253,0.5346443130106268,0.6605744322539575,-0.666218427281127,-0.06042585007655994
396,ETL-SAMPLE-50000395,2.7159558127672123,2.870955551280463,2.1139088439331224,2.1160022269397594,2.566821557022644,-2.03573287189806,2.0524353621215994,0.5680900013008663,-2.076955066543808,4.174193813809912,1.1331373511279486,1.8567831464273983,3.901523371123047,1.563151624914911,2.6412039231919575,4.149144285410921,1.989549620584759,1.9152690392034848,3.5227507099741495,2.051410394074987,-0.22518107075041233,-155.044466629894,-38.038722919,-0.00048241294469,0.5373897362,0.0246275354151302,0.5236538534400759,0.035705537804797655,-0.13700646534305913,-0.007558084969490247,0.03688443251397583,0.5721331594435696,-0.17356235253582647,0.056664855408849135,-0.8596722048203924,-2.0985414486075014,-0.00800046997085884,0.05150762697160808,1.062595511797248,0.023326100215447936,-1.171998573321123,0.024230693299412707,0.15256594179463487,-1.2339609964177414,2.213767771212677,-0.11249509278359357,-0.11302467672768121,-0.5467201911069539,-0.17811618112276129
397,ETL-SAMPLE-50000396,2.5161940452840676,3.0782325374874477,2.084440997593357,2.066730972335475,0.43127788596122085,-2.1029841575963975,2.0708741438081066,2.308115380523058,-2.0440625378124158,4.191093938244065,1.9418995545568318,1.7530557435698315,4.041778274548234,1.6534175748413054,2.5682934895693,4.157602451244539,1.093873941394214,1.957955592762857,3.752815101350675,1.9948045240757282,0.16500165246496282,-155.037261953483,-38.033091825,0.00017864669766,0.6846580372,0.033808787014720454,0.7083222478991911,-0.035476762424785785,-0.31491433397630975,-0.03228261313066561,0.18204742177055191,0.5143595729111964,-0.018328401955204236,0.9469664861345081,-0.6151922677063946,-1.7155178763171184,0.25960192788686354,-0.3628236906748428,1.0410940804011652,0.0447086528359756,-1.0581549069267961,-0.9540648315525591,-0.8326254243877816,-0.4732427016167799,2.151574542645005,-0.6471812046845098,-0.12131062421639298,-1.0834280815377537,-0.12883617153443047
398,ETL-SAMPLE-50000397,2.659614266929684,2.9885290846626984,1.9167210324124915,2.140149094846809,2.5370075963786114,-2.315484851395394,2.0277980010346552,0.6305597500884406,-2.138596334981787,4.160331809890345,1.2500477477374419,1.5343655205169433,4.25725570682751,1.4339233492671524,2.367050174378454,3.989912438086092,2.0427853542557926,1.7013836590744387,3.7032416266465096,1.321747683110763,-0.4420994977673956,-155.047531653994,-38.037119709,-0.0003810950848,0.58003418303,0.029667994056357394,0.6027187293013089,-0.0024249133724291924,-0.17415400592442945,0.003450868859110347,-0.12988777966934373,0.5295424364442967,0.02569871505260188,-0.1330692114867445,-1.091031766316604,-1.8629851001889333,-0.18144537206621786,-0.01024170297085433,1.0769174500814023,-0.525651312534116,-1.4265108195788456,0.19138383474858978,-0.05322849761650035,-0.43880849141372497,2.6502779546659148,-0.04036590513105405,0.45628978919113733,-1.1199219861730065,0.0818622934674876
399,ETL-SAMPLE-50000398,2.7341097685181412,2.854740332491796,1.9464219515403465,2.0139920289618556,2.48296430113811,-2.225887206229093,2.161359716947016,0.538976078788919,-2.091733292177067,3.9938222623070927,1.179310315206453,2.25064298072819,4.153673190336393,2.022661827243353,2.144123513510998,3.933075680526004,1.4816031764672508,1.4273251214562255,3.7932460384489763,2.0340095294656786,0.06133787953740519,-155.046415742937,-38.041312684,0.0003261679752,0.52519905455,-0.05266889198743813,0.5238642241528872,0.03432025651211179,-0.2155389639319261,0.09852728827895675,0.08703684773054834,0.4571999675098862,-0.05895435745719315,0.25838262259544575,-1.170935300994426,-1.971343809500204,-0.07576373825557074,-0.2100798807180409,1.1175392662519887,-0.331716956299635,-1.3133215322609761,-0.24196096112370755,-0.5702171756231378,-0.4952578529849892,2.1483335476866046,-0.2170705328362749,0.2759832798726004,-0.925842815193828,-0.15313897062515452
400,ETL-SAMPLE-50000399,2.6352336510978143,2.965788804351975,2.00190731780382,2.2126828944731494,2.2781014304617555,-2.15654652142749,2.133113355606242,0.5011085836771505,-2.1024031081928576,4.19015922237582,1.947627517605825,2.200028886517023,3.8867926418160272,1.586323339400539,1.400347092958038,4.115682649322707,1.1077193103116316,2.1660511218290357,3.6707951903354137,2.0485772249988767,0.13110235092195777,-155.033543098197,-38.038607802,0.00019466851733,0.55541855787,0.06052225969029959,0.6564754926382677,0.031712979959204496,-0.45182682702724436,-0.026729911822857895,0.08142883105841796,0.4566048397438502,0.02035961923593057,0.8519250470342077,-0.83136213660362,-1.740473170082464,0.086404456512638,-0.3692934973098765,1.2396920758526073,-0.2648373953091512,-1.6026686948388045,-0.8147354560481571,-0.9559362141586925,-0.3005743108150768,2.138051710614693,-0.7102435690276736,0.17198343468158722,-1.3737907432351766,-0.3140646415236024
401,ETL-SAMPLE-50000400,2.6776531977204234,2.8860015592922643,1.9678238546665194,2.0208488508058937,0.6260194976863073,-2.0919809084268426,2.014384070389522,2.4193810526722244,-1.904899729965462,3.9389115036884332,1.9840799968831098,2.3216969297341197,4.090426916965749,1.1604012412274014,2.2531158978364374,4.157192976310928,1.5960630731163679,1.4423692423719034,3.829358193772861,1.1399725461863583,-0.08455274826060309,-155.037952730265,-38.037959025,4.5404380022e-05,0.58941070205,0.02997890301150799,0.5616123021547373,-0.052120097280384775,-0.32445737534254926,-0.06575959622168391,0.03093975915494141,0.32088121449426754,-0.02572048197179848,0.2005134128445884,-0.8944067882076735,-1.9383098140792894,0.2517925067414809,0.06427004544830184,1.2129340291997135,-0.01980965588876806,-1.541566445439513,-0.2580768836938787,-0.20292175165589427,-0.5897441481487002,1.7548397679152072,-0.06233054760879802,-0.40140331893178216,-0.7091648733427605,-0.32702923976720766
402,ETL-SAMPLE-50000401,2.6053524569341002,2.9543362528529253,1.8570895989209828,2.024491544862961,2.539003354162133,-2.311739046230412,1.9549719231454346,0.6118259788981295,-2.119220065068325,4.198129635678699,1.4957671369982646,2.3360102568687617,4.217493107423391,2.0085105418906966,1.6862668904555749,4.051671895405466,1.1650878411864043,1.5082964087486166,3.5374573240159637,1.341856749663524,0.49357930701348796,-155.043131485177,-38.032346781,-9.3995323984e-05,0.67563661703,0.017314520781216508,0.5966282501233925,-0.030577725027133518,-0.1677899934187527,0.03129852402379008,-0.10008935553468133,0.4267591960978479,0.04582366494870761,-0.09262048458255191,-1.0633750712918189,-1.8325861426470098,-0.21829213607923645,-0.027110853950023137,0.9775634086932695,-0.4834549782141315,-1.2146073428517377,0.10407692225616418,0.00010049647997541195,-0.2485245560658009,2.48520571864521,-0.03678632794484555,0.3108999403106343,-0.8592577984142546,0.18757835304390813
403,ETL-SAMPLE-50000402,2.775969940287202,3.0451972717263094,1.8636988002382717,2.025409287985296,0.5073767480376955,-2.27690619435758,2.0699873347956212,2.5552136904286673,-2.17196038184162,3.916502146398192,1.983853205969333,1.5157252343132965,4.325970406187861,1.5377577003165843,2.331642358102529,4.084778350461489,1.1713106275009713,1.5678669405229952,3.873701119582696,1.666585507661965,0.4485209496720996,-155.038689104923,-38.040997002,-0.00038734046103,0.49510142266,0.025815233339227972,0.5322723304928625,0.009169025723608865,-0.04518563215041074,-0.03903949579357892,0.05316937584220797,0.48005689659856016,0.0034257933505754765,0.21745851516082876,-1.2259714347217505,-1.9518338595395286,0.1715726823886407,-0.08051228667420467,1.0107209806951734,-0.5386742328257972,-1.0373418424863141,-0.1329335747743462,-0.16301071697274022,-0.6329415878962584,2.673318314193791,-0.20530004600277219,-0.051955740667699965,-0.7650094090402917,0.17854083260723372
404,ETL-SAMPLE-50000403,2.8100933386848115,2.871888995496508,1.8808283823064889,2.055744206707596,2.5139033589513566,-2.1484255243754196,2.015829693140137,0.5401020998669396,-2.2337560782778523,3.9726706645473384,2.081129091385593,1.859834687494983,3.7843979713176212,1.401868964844118,1.3579197105081904,4.40495247582845,1.3121664960166264,2.2164018128915934,3.744352143911762,1.2067163826350717,-0.318131464098334,-155.041163230264,-38.042379654,-0.00033945161753,0.48731053503,0.02526291058875775,0.47305593726059947,0.03653806405024809,-0.08740433196554383,-0.036456043361052876,0.022349518997273384,0.41194415351186214,0.027637941188898337,0.14410695425630815,-1.231275126035843,-1.9787527714957744,0.15733514010093227,-0.035786119030101725,1.1364532641187144,-0.5499446553445194,-1.2340304272721965,-0.17886748110208692,-0.43373481137452446,-0.7572565627926703,2.260807995584051,-0.3818849945331705,-0.04312221691539024,-0.974924805777092,-0.1800899096532773
405,ETL-SAMPLE-50000404,2.8516534553283344,2.8774602720937468,1.893892109773267,2.1628906393547815,0.5690399649905153,-2.0638538213189883,2.140775089950814,2.4237535051108674,-2.0718302459761184,3.757255040263411,1.199084332961918,1.4519096082092722,3.639241504289655,2.0631392528450774,1.589317341351865,4.205654516897575,1.4921592795304737,2.346193919817397,3.609009394583947,1.0915559373231203,-0.23915601835777966,-155.031314403784,-38.045364169,0.00013945620331,0.39807389397,0.0024180257263615584,0.5036686960968084,0.027128968693109684,-0.24349721131428426,-0.01920147921786219,-0.009976446401797632,0.2866064467706656,0.05406531721244258,0.26527419697825927,-0.9473372579636878,-1.904826260439262,0.17215309092733402,-0.1811557716707198,1.294603252403323,-0.4154268797825787,-1.5645239962620874,-0.2644187557002864,-0.7274362033033376,-1.409563082112238,2.4845052272432713,-0.3647814274662202,0.057449807014517615,-0.8508679851782599,-0.46173803566178573
406,ETL-SAMPLE-50000405,2.612945907597606,2.8254264898346473,1.992366557290012,2.161033285818074,2.4229529625189086,-2.049972930764427,2.0198590230274305,0.5959312852647805,-2.105225508233482,3.9331576651382294,1.0938009375497226,1.7626320525534434,3.899156752639604,1.7029748815254662,2.489705839805647,3.990976512689795,1.9504188441519767,1.6652425977159668,3.4217538088387993,2.1053299321629613,0.14481381706793886,-155.044342577796,-38.037594461,0.00019137773592,0.61108245173,0.07660525167979138,0.6114601334888703,-0.0027599475767176307,-0.3410026276137722,-0.03998281471167125,0.04673619686963754,0.4053333472594633,-0.05112573521928295,0.3750051747484038,-0.7628615825628967,-1.8429044559646874,0.027081716136521678,-0.0635185541139853,1.138953394625884,-0.1205648867385191,-1.6111068108257642,-0.40545028061089977,-0.011973373015010539,-0.8052985015029328,2.4552489571472917,-0.24332118194742855,-0.14337357648105842,-0.7748054537784748,-0.2837971300217477
407,ETL-SAMPLE-50000406,2.6485217669818226,2.8627868594803534,2.1005736325829876,2.0888757868899543,2.716945201729289,-2.077686395976004,2.1589533391684936,0.7189252059437061,-2.223831803686486,4.247840768037658,1.1241657723262837,2.0185484325120697,4.026535265965433,1.8017789709058147,2.5776428185990974,4.042343852116849,1.9164549229702366,1.7315268481043269,3.8433692920142386,1.1339390454668425,0.10279237086446226,-155.045804403321,-38.03712687,-2.8118461826e-05,0.58253925248,-0.023063355761544252,0.5864912095769759,0.08277988585467567,-0.220142914378827,-0.04608214984669422,-0.10284475214994754,0.630092373051831,-0.1726995471005345,-0.6641947554269271,-0.9102143442016931,-1.8900332675203668,-0.015607241734540383,0.35696794104166213,0.9956584900260324,-0.12110517815664593,-1.1217309413265497,0.4027999992690569,0.9481557224772168,-0.732754643262278,2.3236592717747264,0.911236570544484,-0.2614923184161395,-0.9224749837040247,-0.05620841237436906
408,ETL-SAMPLE-50000407,2.5545593454880664,2.8636439163088037,1.9076715445222232,2.1325169213495876,2.29913502829313,-2.0327136008749798,2.174494956635004,0.5689658092093031,-2.407867389772382,3.8157504776672297,1.2810433564451078,1.4505080207881653,4.071341396324119,1.3372102873129843,2.3489722826571975,4.270515351939602,1.9929465052293567,1.8418517485890034,3.5994878345849695,1.2335167200229908,0.3369951354527793,-155.038375104228,-38.037077176,-0.00016779371894,0.64560029533,0.047693899502732284,0.6896682316210602,0.031372926113035486,-0.4823028687295138,-0.13353904073578163,0.13815113414392083,0.4016449874618582,0.016910418089654284,0.4603915117490037,-0.8205019273517008,-1.5790998556448548,0.5634334810502108,-0.16203551997496324,1.1097929653212182,-0.35364587149825033,-1.7168473427071944,-0.887642118340732,-0.7124486994490086,-0.24548840598102703,2.461687729323915,-1.047953995941318,-0.4613140993993928,-1.0605118530038475,-0.09108447280366741
409,ETL-SAMPLE-50000408,2.7566481520342667,2.8377630795508626,1.7835039894584688,2.1196518129705315,2.5364829015065906,-2.5027664258947864,2.0833792614504905,0.6463952693786018,-2.135457750083124,3.892792908802809,1.038622745066907,1.588059180295284,4.144434666976946,1.6787261157099005,2.21817479535493,3.7748840533734294,1.9250621618391428,1.3716054852845108,3.7023106968879955,1.6874088633769757,-0.47511455696638527,-155.043555889023,-38.044110595,-0.00011902565676,0.47712276526,-0.0024199830142362655,0.5304002319551563,0.048143731785757225,-0.17566890166303922,0.09299885968052796,-0.15902455965283108,0.4865359410451338,0.08695253673851658,-0.07052184720734943,-1.2748123493889016,-1.6999948893068273,-0.5112990693656,0.0031572551595522415,0.9942450773061564,-0.8546945910095465,-1.443962742273378,0.2639847663178366,0.30074946715976797,-0.4318881549108043,2.885502557817709,0.5477828649520552,0.4845399064973653,-1.0133336030694764,0.10609284454873515
410,ETL-SAMPLE-50000409,2.610115351009251,2.966615946368533,1.92797909327367,2.0538945740844103,2.3584514553099307,-2.28878939965693,2.1024635448361653,0.6914042788915431,-2.2389675539184255,4.199167810188074,1.5038171992472664,1.466975068728483,4.086379359132406,1.1252636399476343,2.1763282503238353,4.207710449792934,2.049145384415126,2.0746626523292107,3.7160827752715857,1.7590365889912565,-0.4183339120322694,-155.036887573786,-38.032549625,-0.00030599970459,0.62251502586,-0.007310620325115966,0.5947012464127048,-0.05166305885889516,-0.43697292154913076,0.018533732609073848,0.0041098078601253035,0.5390661492698737,0.11505492450348635,0.18237106847162515,-0.9975793226310737,-1.6272379402045698,-0.0242792061230551,-0.1265906325534819,1.199960365604156,-0.5625270955046388,-1.857133615140979,-0.13441100865781694,-0.3394195566888084,0.07313337062411185,2.2078177304869064,-0.10995945746645677,0.14209751953641983,-1.2025999519209407,0.10924660440336946
411,ETL-SAMPLE-50000410,2.6847612883716465,2.829216800260103,1.8357393847601617,2.1075599320492473,2.4168749613632134,-2.0369026525612197,2.0776290755572324,0.5046066454207792,-2.0344185860321096,4.03695630252865,1.114041576232372,1.956741702592425,4.141553295439441,1.9427066032114104,2.181691478642939,4.2521472179066535,1.712870177375184,1.3798148857555874,3.7177246016671197,2.039196740318845,0.24706891829007818,-155.036479499691,-38.047726573,-0.00030790642631,0.54549393926,0.03059152666903653,0.5899520429695806,0.02725523388222935,-0.2653934910054195,0.0064056228537426865,0.09097508096863312,0.26675386975861654,-0.046317276134886134,0.5749222142902366,-0.9874186960206232,-1.8850994595750914,0.09828248120183168,-0.21272942928406538,1.1850612178582156,-0.2959512242572328,-1.4087309396015417,-0.4980946911973553,-0.4624973791158893,-0.6005226410083809,2.2025113490458095,-0.33928365813240796,-0.05349345699429456,-0.80352340964631,-0.18914492274349792
412,ETL-SAMPLE-50000411,2.5797322976842545,2.901664779084599,2.017427885478253,2.1004290321803114,0.6780995847918946,-2.0495204332504495,2.0449571293094477,2.3589475672335016,-2.0556483277721487,4.083986997414652,1.8676296965202484,1.645992524320084,4.1042131132678525,1.7291057595291577,2.4780027688060855,3.8575829923180893,1.09450418404428,1.8198186754515016,3.5834827639339037,1.2150705894946336,0.3964310800321771,-155.038927552969,-38.036888148,-0.00021383317964,0.63751698864,-0.00698029846293971,0.6396290428468386,-0.046894058780034636,-0.48603871353375594,0.009247926698149802,0.021315071474995034,0.36552756834703626,0.030606811223778837,0.20623052610044768,-0.6359597531401754,-1.7369513438511497,0.007668591425402709,-0.11193448233026157,1.2352601151361766,-0.060514838691897575,-1.8502129404552647,-0.438464153434921,-0.1331474008167129,-0.8406042587876372,2.3261603239084403,-0.04161861676701365,-0.08990812570880835,-0.915581195783445,-0.1501855349968864
413,ETL-SAMPLE-50000412,2.6742345985506737,2.880037915304021,1.9345616395112069,2.0874370240625115,0.6219252660738146,-2.1959281309451018,2.19225352421032,2.437444035671993,-2.1857733104642274,4.179348102779333,1.9185807744253103,2.2560645314143692,4.108556252330332,1.0574670459141997,1.990962041354621,4.047206075173896,1.6539369989879036,1.4297798668319057,3.538818064845293,1.9612576451278372,0.4219393014870543,-155.039614923046,-38.039953935,-5.6140608816e-05,0.5501968108,0.053707240809829304,0.5798768935950155,0.03433642986879051,-0.3694469793131137,-0.021691820626790242,0.029811739804050646,0.4300119687176842,-0.013110448321722977,0.29841973060970606,-1.0742853382461848,-1.809668932239512,-0.012793837610523728,-0.08702197073078145,1.1945450916631248,-0.3691382622924522,-1.776772941895084,-0.1661126648732559,0.03298268181592165,-0.35094793744061603,2.4389136267679015,-0.07021583581771561,-0.017112521285000924,-1.0726048330972642,-0.10704049254170629
414,ETL-SAMPLE-50000413,2.617589048257569,3.0151508073179283,1.8997129507033184,2.0595432943335634,2.360664536192388,-2.125236825965379,2.0427745362731096,0.6310204902880882,-2.2106711139102795,3.944222340469019,1.6195455955172875,1.372904865886459,4.370632140540486,1.1557420581068927,2.0314039471142054,4.105616314396917,1.9828080717245709,2.1851591643314285,3.4866616866629547,1.1418840247846873,-0.28031615639086327,-155.037919305625,-38.03411081,-0.00030531748621,0.61468845104,0.026326765521751228,0.6232993246270113,-0.06534626883656444,-0.37802551261825396,-0.05330930237294479,0.016323708458403807,0.42257252556992325,0.14914253489177717,0.32482090886040244,-0.9502534253080654,-1.8304613706735429,0.18909536014038636,-0.09263812112139642,1.2001447429419323,-0.46394687405166346,-1.67283564701957,-0.4043381727872304,-0.42796834372909875,-0.12142045810040993,2.057305172524087,-0.23969514754766322,-0.15599481448850858,-1.2130580139300022,0.0021861621160331563
